StateCounty,TotalPop,Men,Women,Citizen,MeanCommute,Employed,Hispanic_,White_,Black_,Native_,Asian_,Pacific_,Poverty_,ChildPoverty_,Professional_,Service_,Office_,Construction_,Production_,Drive_,Carpool_,Transit_,Walk_,OtherTransp_,WorkAtHome_,PrivateWork_,PublicWork_,SelfEmployed_,FamilyWork_,Unemployment_,income_weighted,per_dem,per_gop,clinton_win
Alabama_Autauga,55221,0.484326615,0.515673385,0.737491172,26.50016479,0.434363738,0.026113254,0.757881965,0.185273718,0.004237518,0.009597798,0.000162981,0.129135655,0.187084624,0.327900618,0.171710038,0.242842397,0.085692037,0.171565165,0.875083754,0.087828906,0.00095978,0.004708354,0.013056627,0.018362579,0.737364408,0.208235997,0.054327158,0,0.077361873,24974.4997,0.23956855,0.734357893,FALSE
Alabama_Baldwin,195121,0.488486631,0.511513369,0.756940565,26.32217855,0.440511272,0.044931094,0.831022801,0.094966713,0.005591402,0.006642032,0,0.134244904,0.19485345,0.327299471,0.179509125,0.271057446,0.108963156,0.113211802,0.845977624,0.089580312,0.001265881,0.0102193,0.014437195,0.038514563,0.812818712,0.124486857,0.059086413,0.003633643,0.07589137,27316.83516,0.195653098,0.77351472,FALSE
Alabama_Barbour,26932,0.538281598,0.461718402,0.769122234,24.51828308,0.319211347,0.046338928,0.462312491,0.466916679,0.001893658,0.004344274,0,0.265037873,0.435578494,0.261213426,0.164636863,0.232808555,0.108272687,0.23317986,0.833283826,0.110574781,0.004938363,0.019753453,0.016226051,0.015037873,0.715914154,0.212089707,0.071476311,0.000891133,0.17521907,16824.21643,0.466602502,0.522714148,FALSE
Alabama_Bibb,22604,0.534109007,0.465890993,0.773978057,28.71439126,0.366926208,0.022119979,0.745000885,0.214209874,0.004291276,0.000973279,0,0.166032561,0.271987259,0.215846753,0.179525748,0.174659352,0.192443815,0.237435852,0.834365599,0.131569634,0.005043355,0.006237834,0.015616705,0.007299593,0.767430543,0.162360644,0.066315696,0.003937356,0.081622722,18430.99031,0.214220393,0.769661637,FALSE
Alabama_Blount,57710,0.494056489,0.505943511,0.733754982,34.84489343,0.384491423,0.086328193,0.878547912,0.015196673,0.002911107,0.00149021,0,0.167198059,0.268566973,0.285288512,0.139438572,0.238381563,0.136024952,0.201039681,0.848501126,0.112805406,0.003621556,0.008386761,0.004193381,0.022665049,0.818229076,0.135869,0.042263039,0.003552244,0.07698839,20532.27467,0.084699023,0.898518752,FALSE
Alabama_Bullock,10678,0.530061809,0.469938191,0.754542049,28.63106387,0.361959168,0.044483986,0.221951676,0.707248548,0.011706312,0.00196666,0,0.245083349,0.372916276,0.195448586,0.149278891,0.201723169,0.196010489,0.257257913,0.747799213,0.148342386,0.007679341,0.046637947,0.018261847,0.030998314,0.790972092,0.15658363,0.052725229,0,0.178966099,17579.5664,0.750904063,0.242288875,TRUE
Alabama_Butler,20354,0.466836985,0.533163015,0.765500639,24.56754446,0.383855753,0.011840424,0.533310406,0.438488749,0.000687825,0.003832171,0,0.254004127,0.372899676,0.268399332,0.170973764,0.222265894,0.099489044,0.239117618,0.845091874,0.126068586,0,0.007320428,0.005306082,0.016065638,0.7795028,0.157168124,0.06136386,0.002014346,0.112606859,18389.82446,0.427864134,0.563154865,FALSE
Alabama_Calhoun,116648,0.48242576,0.51757424,0.759652973,23.99626936,0.406359303,0.034848433,0.730265414,0.203209656,0.00192888,0.008589946,6.00E-05,0.210470818,0.319619711,0.267162746,0.180037377,0.241898704,0.104219532,0.206673068,0.851030451,0.096263974,0.002228928,0.012070503,0.012190522,0.026292778,0.744264797,0.204255538,0.050450929,0.0010716,0.12386839,21372.55619,0.278558764,0.692396994,FALSE
Alabama_Chambers,34079,0.477067989,0.522932011,0.77648992,25.17045981,0.401684322,0.004430881,0.573080196,0.402828722,0.001613897,0.007658675,0.000264092,0.215968778,0.371988615,0.233017401,0.146864638,0.258663693,0.113090173,0.248011972,0.848411045,0.121775874,0.001907333,0.003491886,0.003550574,0.020804601,0.853194049,0.11904692,0.027553625,0.000117374,0.091728044,21070.99375,0.418275512,0.56633764,FALSE
Alabama_Cherokee,26008,0.498884958,0.501115042,0.79206398,27.35058444,0.390456783,0.015149185,0.917179329,0.047562289,0.005536758,0.002729929,0.000192249,0.192286989,0.284604737,0.295908951,0.159489388,0.194901569,0.134766226,0.214856967,0.83943402,0.120693633,0.002268533,0.005152261,0.007113196,0.025069209,0.732620732,0.182789911,0.079667795,0.004806213,0.079821593,21810.50035,0.1451014,0.838712749,FALSE
Alabama_Chilton,43819,0.493370456,0.506629544,0.724069468,31.97929437,0.408384491,0.076450855,0.805404048,0.102079007,0.003719848,0.003035213,0,0.191286885,0.299299391,0.270248066,0.144138387,0.235651202,0.155069719,0.195098017,0.810972409,0.143294005,0.001757229,0.011547502,0.013532942,0.018918734,0.803783747,0.150870627,0.040644469,0.004678336,0.090987928,21399.02476,0.159353602,0.825417694,FALSE
Alabama_Choctaw,13395,0.476446435,0.523553565,0.788951101,30.79728257,0.32885405,0.003508772,0.558939903,0.42941396,0.000223964,0,0,0.234415827,0.351474431,0.246733856,0.15304218,0.195819336,0.181933557,0.221425905,0.854647256,0.104143337,0.000597238,0.018439716,0.013661814,0.008435984,0.770362075,0.172228443,0.054199328,0.002986189,0.136020903,20755.1234,0.427765548,0.564391855,FALSE
Alabama_Clarke,25070,0.472038293,0.527961707,0.768169126,23.3447148,0.32552852,0.003390507,0.533625848,0.452732349,0.000279218,0.003589948,0.003909055,0.246788991,0.285560431,0.210291185,0.149301955,0.251176705,0.117391304,0.27163941,0.820941364,0.127562824,0.002074192,0.012485042,0.02576785,0.011049063,0.82907858,0.138213004,0.032708416,0.000199442,0.192700439,20064.00941,0.441558442,0.549551639,FALSE
Alabama_Clay,13537,0.492797518,0.507202482,0.761764054,30.49295265,0.382654946,0.031543178,0.799512447,0.144049642,0.007461033,0,0,0.166580483,0.222796779,0.215188003,0.132082441,0.204550491,0.151880033,0.296594519,0.844869617,0.10223831,0.005392628,0.0174337,0.009603309,0.020462436,0.776612248,0.146487405,0.076826476,0,0.094334047,18904.83497,0.187766281,0.795800365,FALSE
Alabama_Cleburne,15002,0.488868151,0.511131849,0.757698973,33.07215705,0.404279429,0.022930276,0.925343288,0.029396081,0.002133049,0.00359952,0,0.17017731,0.264498067,0.288561525,0.120517264,0.230835889,0.155712572,0.204439408,0.778162912,0.175909879,0.001066524,0.002199707,0.011531796,0.031262498,0.764431409,0.15244634,0.083055593,0,0.083522197,20151.27716,0.104715248,0.878444581,FALSE
Alabama_Coffee,50884,0.494733118,0.505266882,0.738444305,21.04885033,0.41097398,0.064303121,0.715195346,0.171979404,0.0081165,0.01236145,0,0.172647591,0.258588161,0.320061316,0.186030972,0.223076016,0.123398318,0.147787124,0.851721563,0.096140241,0.000668186,0.009256348,0.013972958,0.028299662,0.703934439,0.233590127,0.057758824,0.004500432,0.072498231,24935.60805,0.204455711,0.771462,FALSE
Alabama_Colbert,54444,0.48312027,0.51687973,0.772812431,23.09074646,0.391044009,0.024336933,0.788975828,0.155701271,0.005767394,0.003049004,0.000624495,0.174105503,0.268238924,0.269212402,0.154746161,0.256759239,0.108074352,0.210969069,0.907097201,0.060190287,0.00249798,0.008595989,0.006667401,0.01489604,0.786661524,0.160862538,0.052071854,0.000459187,0.09077217,22546.31491,0.296272233,0.678875985,FALSE
Alabama_Conecuh,12865,0.480062184,0.519937816,0.77186164,29.94921104,0.289001166,0.016556549,0.509677419,0.446871356,0.00279829,0.000388651,0,0.337427128,0.412203653,0.187407695,0.215390595,0.204041974,0.110843373,0.282316362,0.933074232,0.045239021,0,0.00559658,0.00279829,0.013214147,0.78033424,0.12405752,0.085425573,0.009560824,0.227361057,15967.98679,0.469050894,0.521626165,FALSE
Alabama_Coosa,11027,0.505939966,0.494060034,0.798313231,28.49980049,0.349324386,0.021583386,0.651854539,0.307064478,0.000634805,0,0,0.193162238,0.276775188,0.176838669,0.198512741,0.217647592,0.126689036,0.280039902,0.855264351,0.100752698,0.00544119,0.008161785,0.010701007,0.019769656,0.767207763,0.175931804,0.057041806,0,0.16903963,17518.61077,0.340800306,0.646371817,FALSE
Alabama_Covington,37886,0.484057435,0.515942565,0.774903658,25.37110542,0.374861426,0.01528269,0.833368527,0.129572929,0.004566331,0.003114607,0.000580689,0.202818983,0.300691548,0.25729821,0.160877369,0.236393391,0.150556934,0.194979676,0.826980943,0.114606979,0.001821253,0.016285699,0.018133347,0.022039804,0.770416513,0.158633796,0.066673705,0.004144011,0.114475004,20976.88589,0.15039828,0.835883171,FALSE
Alabama_Crenshaw,13938,0.492394892,0.507605108,0.759865117,27.52745731,0.403214234,0.016932128,0.704692208,0.235040895,0.007748601,0.018008323,0,0.167312383,0.19106041,0.27651026,0.115942029,0.239345674,0.123905869,0.244224422,0.817764385,0.114076625,0,0.012914335,0.008107332,0.047424308,0.741856794,0.176567657,0.078777443,0.002869852,0.097646721,20584.93464,0.265994882,0.721529111,FALSE
Alabama_Cullman,80965,0.495041067,0.504958933,0.756153894,26.56346693,0.398715494,0.043092694,0.921867474,0.01057247,0.004051133,0.005632063,0.000234669,0.185611067,0.253455197,0.282233064,0.15695671,0.238275798,0.139270055,0.183239671,0.848033101,0.099339221,0.000704008,0.015982215,0.009559686,0.026468227,0.8164145,0.121719261,0.057642191,0.004335207,0.07282159,20880.52824,0.100059016,0.878105049,FALSE
Alabama_Dale,49866,0.495487908,0.504512092,0.748626319,20.3745879,0.375706894,0.059760157,0.698411743,0.194080135,0.005013436,0.011911924,0.000200537,0.190069386,0.270304416,0.285785906,0.173565155,0.237516544,0.141398949,0.161994144,0.874944852,0.066778968,0.001403762,0.016363855,0.016744876,0.023884009,0.717924036,0.220791722,0.058617094,0.002667148,0.118617896,22565.61828,0.236772842,0.741150561,FALSE
Alabama_Dallas,42154,0.461403426,0.538596574,0.740878683,23.72915738,0.334345495,0.003107653,0.285714286,0.69165441,0.001779191,0.003416046,0.000450728,0.351591783,0.528229824,0.255966219,0.201617877,0.189590549,0.099824453,0.252953456,0.815059069,0.116904683,0.002751815,0.025430564,0.015348484,0.02436305,0.766688808,0.16840632,0.061678607,0.003131375,0.170565071,17807.97414,0.684783769,0.308809397,TRUE
Alabama_DeKalb,71068,0.499155738,0.500844262,0.694278719,22.92342264,0.390865087,0.14009118,0.808887263,0.017940564,0.011045759,0.00313784,0.000492486,0.187426127,0.246777734,0.239418585,0.158355378,0.212599201,0.123993921,0.265492205,0.8590927,0.105800079,0.000351776,0.005952046,0.008358192,0.020332639,0.78877976,0.124120561,0.085945855,0.001069398,0.074970451,18411.08115,0.141148509,0.834892279,FALSE
Alabama_Elmore,80763,0.487376645,0.512623355,0.757426049,29.18312222,0.416477843,0.027698327,0.736513007,0.210319082,0.002389708,0.005163255,0,0.137860159,0.203273776,0.332132288,0.157089261,0.25204611,0.097854215,0.160865743,0.868454614,0.093248146,0.00136201,0.003850773,0.011502792,0.021618811,0.700865495,0.241930092,0.057031066,0.000111437,0.082810198,24380.77633,0.228586912,0.748380978,FALSE
Alabama_Escambia,37935,0.51466983,0.48533017,0.774983524,22.92944774,0.324080664,0.012336892,0.606906551,0.333781468,0.031712139,0.001344405,0,0.242282852,0.325266904,0.253776196,0.226308159,0.229102412,0.108923158,0.182206406,0.909134045,0.05899565,0.004112297,0.012178727,0.005272176,0.010148939,0.734176882,0.197680243,0.066508501,0.00179254,0.151838671,17045.20248,0.308814829,0.675869322,FALSE
Alabama_Etowah,103766,0.483848274,0.516151726,0.760181562,23.47578976,0.397394137,0.035965538,0.785189754,0.153740146,0.002939306,0.006553206,0.001069715,0.197453887,0.298479271,0.281016903,0.189985159,0.211254168,0.09821136,0.219416765,0.85984812,0.088979049,0.003546441,0.004828171,0.005714781,0.037073801,0.800310314,0.143688684,0.053794114,0.002438178,0.091956903,20499.58213,0.238073331,0.739108433,FALSE
Alabama_Fayette,16896,0.501716383,0.498283617,0.780539773,28.64611151,0.36233428,0.007457386,0.853160511,0.120205966,0,0.003847064,0,0.182824337,0.249526515,0.265980114,0.14547822,0.216264205,0.127130682,0.244850852,0.863458807,0.113577178,0.000236742,0.00337358,0.001538826,0.017992424,0.82273911,0.137784091,0.038352273,0.001242898,0.101740057,19544.78113,0.165690581,0.818081991,FALSE
Alabama_Franklin,31634,0.484004552,0.515995448,0.699374091,29.02706265,0.387209964,0.15650882,0.785041411,0.041095024,0.007491939,0.000948347,0.001169628,0.225011064,0.352026301,0.214105077,0.136783208,0.1944743,0.129955112,0.324619081,0.806410824,0.12951255,0.001675413,0.002244421,0.045299361,0.015141936,0.786147816,0.145097047,0.068755137,0.000158058,0.096952646,18594.65825,0.18377248,0.791802593,FALSE
Alabama_Geneva,26815,0.491292187,0.508707813,0.758306918,25.75108708,0.388551184,0.036136491,0.84020138,0.087451054,0.003393623,0.012306545,0,0.232519112,0.395002797,0.239530114,0.179078874,0.222450121,0.199254149,0.160022376,0.816334141,0.123177326,0.000335633,0.009211262,0.017490211,0.033376841,0.754465784,0.152601156,0.088308782,0.004214059,0.112362484,20224.07611,0.130542928,0.854876061,FALSE
Alabama_Greene,8697,0.470852018,0.529147982,0.766816143,30.49575716,0.277337013,0.007128895,0.177762447,0.806370013,0.000804875,0.001724733,0,0.401862711,0.643210302,0.202713579,0.220995746,0.249856272,0.09715994,0.229274462,0.815453605,0.095780154,0.008163735,0.033919742,0.021271703,0.025641026,0.762331839,0.171438427,0.066229734,0,0.204553294,13610.79671,0.823940765,0.172357055,TRUE
Alabama_Hale,15256,0.470831148,0.529168852,0.761143157,29.13237415,0.346224436,0.011077609,0.399646041,0.58180388,0.003015207,0.002818563,0.000589932,0.269074463,0.382210278,0.253736235,0.170359203,0.246919245,0.11654431,0.212637651,0.881620346,0.087244363,0.00032774,0.002621919,0.015993707,0.012191924,0.759832197,0.176520713,0.060762979,0.002556371,0.136405349,18876.61123,0.595755306,0.396004994,TRUE
Alabama_Henry,17252,0.478727104,0.521272896,0.774229075,26.61956295,0.401228843,0.024924646,0.683514955,0.283561326,0,0,0,0.157373058,0.23892882,0.326628797,0.174182703,0.184384419,0.10879898,0.206236958,0.854393693,0.087120334,0.000521679,0.011129144,0.024171111,0.022606075,0.786807327,0.15725713,0.053790865,0.002202643,0.082251333,22931.06706,0.285144069,0.701384558,FALSE
Alabama_Houston,103534,0.478712307,0.521287693,0.750149709,21.42060676,0.425628296,0.032230958,0.676772848,0.261894643,0.003023161,0.007524098,0.000212491,0.184074797,0.29652095,0.300413391,0.190227365,0.260629358,0.103917554,0.144976529,0.881942164,0.071618985,0.004018004,0.007524098,0.01473912,0.020051384,0.813452586,0.128749976,0.055411749,0.002366372,0.086106979,23924.77906,0.250939805,0.727266238,FALSE
Alabama_Jackson,52860,0.493303065,0.506696935,0.771055619,25.45897465,0.395062429,0.027468785,0.894381385,0.030892925,0.011161559,0.003916005,0.001021566,0.180268634,0.253253878,0.252043133,0.141562618,0.210026485,0.129663261,0.266553159,0.880987514,0.074631101,0.00071888,0.013242527,0.007245554,0.023306848,0.751248581,0.171509648,0.077109345,0.000113507,0.100321604,20065.8178,0.17623286,0.800721674,FALSE
Alabama_Jefferson,659026,0.472790148,0.527209852,0.743837117,23.65975288,0.444902022,0.037924149,0.509982914,0.421544825,0.002131934,0.015630643,0.0002443,0.189719374,0.273219873,0.366399808,0.180607442,0.252052271,0.076212471,0.124735595,0.841236916,0.098091729,0.011415331,0.014485013,0.010494275,0.024231214,0.809397505,0.142580111,0.046095298,0.001936191,0.097414973,27239.88645,0.522493115,0.450220778,TRUE
Alabama_Lamar,14133,0.483407628,0.516592372,0.778532513,26.0651454,0.381447676,0.014151277,0.860256138,0.111087526,0.002971768,0.000283026,0,0.24177457,0.370338923,0.259675936,0.142008066,0.207528479,0.144909078,0.245949197,0.81695323,0.156300856,0.001061346,0.004811434,0.009481356,0.011321022,0.796858416,0.155876318,0.038916012,0.008632279,0.102455247,20129.73162,0.149329101,0.839561391,FALSE
Alabama_Lauderdale,92737,0.478978186,0.521021814,0.783624659,24.4767644,0.428458975,0.023906316,0.849272674,0.098763169,0.004464238,0.007300215,0.000107832,0.182192652,0.244422399,0.293259433,0.191272092,0.246816265,0.110333524,0.158221638,0.859311817,0.090945362,0.002803627,0.016163991,0.009650948,0.021081122,0.773229671,0.166524688,0.058498765,0.001595911,0.071481717,24214.89432,0.254476593,0.714580166,FALSE
Alabama_Lawrence,33586,0.488923956,0.511076044,0.774727565,28.58239743,0.378252843,0.020842018,0.765467754,0.114154707,0.054278568,0.001101649,0,0.187548383,0.248020008,0.24968737,0.149199071,0.181504198,0.15250402,0.267194664,0.877478711,0.089501578,0.001190972,0.005716668,0.00669922,0.019234205,0.80107783,0.135770857,0.058446972,0.004525695,0.098136128,21368.99443,0.246939752,0.73391233,FALSE
Alabama_Lee,150982,0.491959306,0.508040694,0.7456518,21.48689645,0.454451524,0.03724285,0.682021698,0.229855215,0.001384271,0.032527056,0.000165583,0.249049556,0.246214781,0.391430767,0.165582652,0.228815355,0.083135738,0.131048734,0.838616524,0.081658741,0.010272748,0.027433734,0.011127154,0.031096422,0.755460916,0.203626922,0.039660357,0.001165702,0.075002318,24355.98535,0.363928002,0.595148089,FALSE
Alabama_Limestone,88805,0.50251675,0.49748325,0.74416981,26.34118349,0.424120263,0.057902145,0.774100557,0.128337368,0.005146107,0.012465514,0.000225213,0.142705929,0.186216992,0.338190417,0.152266201,0.223275716,0.12602894,0.159990991,0.874781825,0.088249535,0.002736332,0.00664377,0.006328472,0.021395192,0.778109341,0.165260965,0.055086988,0.001475142,0.077214121,25568.89703,0.237055838,0.731573604,FALSE
Alabama_Lowndes,10742,0.477099237,0.522900763,0.765406814,30.06071495,0.323124185,0.003444424,0.252932415,0.740551108,0,0,0,0.284770061,0.405045615,0.237944517,0.1583504,0.194749581,0.090765221,0.317259356,0.813256377,0.142059207,0.002978961,0.007075033,0.003723701,0.030999814,0.732731335,0.207782536,0.041798548,0.017501396,0.133867064,18428.63191,0.731276213,0.262282804,TRUE
Alabama_Macon,20018,0.457887901,0.542112099,0.80892197,21.76938256,0.378908982,0.015585973,0.161005095,0.80862224,0.002647617,0.002247977,0,0.282795484,0.445149366,0.264611849,0.233539814,0.227894895,0.091068039,0.182535718,0.772454791,0.12943351,0.005545009,0.06174443,0.012938355,0.018083725,0.758317514,0.202267959,0.03746628,0.001648516,0.166849835,17374.13967,0.827274806,0.159350709,TRUE
Alabama_Madison,346438,0.489039886,0.510960114,0.747005236,20.80627991,0.472676208,0.046807798,0.656117401,0.238819067,0.005530571,0.024483457,0.000880388,0.140123197,0.195882091,0.440044106,0.158051368,0.233147057,0.068295048,0.10052881,0.867243201,0.07205907,0.003128987,0.012002148,0.015760396,0.029806199,0.757235061,0.193546897,0.0474284,0.001711706,0.086517645,32131.20297,0.39150828,0.559336063,FALSE
Alabama_Marengo,20306,0.465478184,0.534521816,0.759923175,22.42657835,0.337831183,0.022751896,0.457500246,0.513001083,0.001231163,0.001329656,0,0.260957353,0.366738895,0.279080075,0.185511671,0.209888703,0.123658032,0.202206244,0.849896582,0.098394563,0.004432188,0.00822417,0.00935684,0.030040382,0.726140057,0.190288585,0.075839653,0.007977938,0.11489215,21471.26061,0.512148338,0.477164779,TRUE
Alabama_Marion,30387,0.493763781,0.506236219,0.786981275,23.93878632,0.38042584,0.023957613,0.91815579,0.036824958,0.002270708,0.002698522,0,0.201072827,0.264126107,0.25711653,0.182051535,0.231513476,0.105538553,0.223845724,0.848816928,0.095468457,0.001777076,0.009741008,0.0149406,0.02902557,0.752328298,0.162668246,0.080824037,0.004508507,0.099845329,20042.45236,0.110904585,0.873063817,FALSE
Alabama_Marshall,94318,0.492048177,0.507951823,0.693070252,23.67225556,0.404376683,0.12661422,0.82674569,0.019084374,0.003933502,0.004824106,0.00039229,0.201764244,0.308954812,0.28014801,0.145794016,0.227061643,0.134937128,0.212144023,0.819398206,0.129073984,0.002247715,0.010666045,0.007580738,0.031202952,0.780487288,0.147437393,0.071269535,0.000773977,0.084066668,21362.99242,0.140511941,0.835607036,FALSE
Alabama_Mobile,414251,0.478492508,0.521507492,0.74299881,24.38239111,0.41255181,0.026375314,0.581398717,0.349635849,0.006298114,0.019408523,0.000154496,0.196120227,0.273254621,0.308952785,0.186507697,0.260168352,0.096518777,0.147951363,0.854385385,0.084398106,0.007608913,0.0105733,0.008598652,0.034413918,0.812524291,0.141518065,0.04481341,0.0010694,0.105979225,22953.09875,0.41881545,0.557492334,FALSE
Alabama_Monroe,22217,0.478867534,0.521132466,0.758068146,24.81396228,0.294864293,0.011162623,0.548408876,0.417833191,0.012602962,0.003195751,0,0.314488905,0.395597966,0.226763289,0.202772652,0.209029122,0.133591394,0.227483459,0.893730027,0.069181258,0.00315074,0.010757528,0.007201692,0.016203808,0.774542017,0.182877976,0.04050952,0.002205518,0.203267768,15862.68164,0.42317133,0.566617575,FALSE
Alabama_Montgomery,228138,0.474695141,0.525304859,0.731938564,19.3077475,0.434640437,0.034128466,0.368557627,0.55844708,0.001805924,0.022495156,0.000100816,0.226038626,0.310049181,0.34558469,0.199313573,0.247363438,0.061931813,0.145929218,0.841446844,0.099580079,0.008639508,0.015569524,0.006671401,0.028035663,0.726726806,0.227011721,0.045073596,0.001130894,0.094249972,25138.44081,0.620363321,0.358753119,TRUE
Alabama_Morgan,119786,0.49099227,0.50900773,0.731162239,24.11463944,0.429699631,0.078055866,0.768061376,0.121358089,0.00492545,0.005985674,0.000818126,0.16175513,0.233683402,0.290676707,0.156637671,0.241305328,0.120406391,0.191007296,0.877231062,0.092030788,0.003247458,0.005434692,0.006219425,0.015761441,0.822207937,0.118811881,0.057477502,0.001494332,0.09905999,24449.43013,0.224360385,0.747974635,FALSE
Alabama_Perry,10038,0.463339311,0.536660689,0.769475991,26.5995517,0.285415421,0.009165172,0.29986053,0.680015939,0.000498107,0.004482965,0,0.362821279,0.556684599,0.270372584,0.223351265,0.236302052,0.057381949,0.212094043,0.843992827,0.085674437,0.001593943,0.033472803,0.024108388,0.011556087,0.762801355,0.188583383,0.048714883,0,0.111974497,14804.21498,0.727497621,0.266983825,TRUE
Alabama_Pickens,19856,0.486351732,0.513648268,0.775836019,30.01884065,0.338033844,0.016267123,0.552528203,0.423448832,0,0.000553989,0.000503626,0.25,0.347401289,0.193896052,0.175110798,0.222199839,0.131496777,0.276490733,0.825644641,0.114020951,0.005237712,0.016116035,0.004784448,0.034246575,0.778152699,0.180197421,0.040541902,0.001259065,0.137036664,17956.74093,0.418369497,0.574468085,FALSE
Alabama_Pike,33155,0.477092445,0.522907555,0.77810285,19.48542905,0.436193636,0.008475343,0.571316544,0.381511084,0.008234052,0.021444729,0,0.266656613,0.303604283,0.293741517,0.158528125,0.258452722,0.095279747,0.19423918,0.870215654,0.05929724,0.006906952,0.022801991,0.008384859,0.032031368,0.755632635,0.187452873,0.056763686,0.000784195,0.102307344,19414.60356,0.386871401,0.589712092,FALSE
Alabama_Randolph,22648,0.489667962,0.510332038,0.765762981,27.29574797,0.381049099,0.029450724,0.75198693,0.195558107,0.002560933,0.001677852,0.0022077,0.20363829,0.288811374,0.278170258,0.131755563,0.201960438,0.128620629,0.259404804,0.796008478,0.132152949,0.005740021,0.014040975,0.011215118,0.041725539,0.759669728,0.141248675,0.088926174,0.009625574,0.103320381,19363.3841,0.226061204,0.75982231,FALSE
Alabama_Russell,58302,0.486209736,0.513790264,0.736184007,24.40297074,0.393245515,0.048488903,0.498130424,0.415920552,0.003361806,0.007769888,0.002058248,0.210833248,0.288909471,0.284003979,0.216218998,0.229288875,0.10389009,0.166375081,0.849953689,0.096377483,0.002933004,0.012521011,0.009313574,0.028523893,0.756354842,0.201382457,0.041353641,0.000686083,0.112517581,19881.72759,0.500470318,0.481291806,TRUE
Alabama_Shelby,203530,0.487073159,0.512926841,0.721515256,28.6716602,0.497926596,0.058492606,0.788178647,0.117461799,0.002451727,0.020370461,0.000275144,0.085692527,0.110794477,0.423883457,0.144244092,0.271036211,0.074829263,0.086174028,0.854242618,0.081491672,0.001670515,0.006004029,0.008180612,0.048376161,0.824055422,0.126369577,0.048086277,0.001424851,0.054999263,33493.51958,0.231100314,0.734275462,FALSE
Alabama_St. Clair,85864,0.502434082,0.497565918,0.760400168,30.19783961,0.430646138,0.022267772,0.862841237,0.093799497,0.004250908,0.007546818,4.66E-05,0.160637753,0.209983229,0.284310072,0.153044349,0.272384236,0.12693329,0.163165005,0.859032889,0.086893226,0.001781888,0.005089444,0.011017423,0.03605702,0.813332712,0.125477499,0.060141619,0.001106401,0.083527439,24167.63397,0.146295174,0.832406358,FALSE
Alabama_Sumter,13341,0.442620493,0.557379507,0.784873698,23.83427779,0.331009669,0.004197586,0.248257252,0.723783824,0.003972716,0.017015216,0,0.430927217,0.575519077,0.248706993,0.296604452,0.196686905,0.067161382,0.191364965,0.859680684,0.082902331,0.002398621,0.030057717,0.002248707,0.021962372,0.706393824,0.248182295,0.045498838,0,0.170302076,12887.16123,0.741511501,0.247379127,TRUE
Alabama_Talladega,81437,0.484963837,0.515036163,0.764566475,24.44133011,0.37597161,0.021710034,0.637081425,0.318933654,0.002640078,0.004248683,0.000356103,0.226150276,0.358031362,0.275317116,0.152608765,0.219642177,0.109814949,0.242494198,0.841423432,0.107297666,0.007293982,0.013924874,0.012365387,0.017817454,0.7773862,0.16587055,0.054717143,0.002062944,0.139199627,19597.68802,0.364501174,0.620025287,FALSE
Alabama_Tallapoosa,41153,0.476101378,0.523898622,0.778023473,24.06435983,0.384832212,0.024688358,0.690399242,0.273904697,0.003304741,0.000413093,0,0.225329867,0.390955702,0.282895536,0.142103856,0.220591451,0.121376327,0.233251525,0.82569922,0.123927782,0.002940247,0.004373922,0.00500571,0.037834423,0.784657255,0.154691031,0.056156295,0.00449542,0.091244867,21177.26117,0.284857328,0.700767402,FALSE
Alabama_Tuscaloosa,200458,0.482799389,0.517200611,0.769088787,21.68927955,0.437473186,0.032096499,0.635350048,0.30548045,0.001456664,0.014666414,0.000334235,0.198839657,0.281455467,0.343857566,0.187535544,0.221388021,0.088148141,0.158990911,0.84055014,0.089574874,0.006051143,0.024394137,0.010610701,0.028644404,0.762399106,0.19753265,0.039285037,0.000843069,0.082286564,23124.4504,0.388529887,0.583798404,FALSE
Alabama_Walker,65923,0.485612002,0.514387998,0.769382461,30.27801526,0.364713378,0.022617296,0.895878525,0.056657009,0.000561261,0.003716457,0,0.224898746,0.317946695,0.251566221,0.175856681,0.250959453,0.142802967,0.178829847,0.84280145,0.121672254,0.003033843,0.009116697,0.010481926,0.012893831,0.783004414,0.152329233,0.062694356,0.001941659,0.11634786,20165.52819,0.153404233,0.827822043,FALSE
Alabama_Washington,16997,0.499499912,0.500500088,0.762958169,32.25236218,0.332764606,0.012590457,0.651644408,0.248279108,0.080955463,0.003588869,0,0.190974878,0.249396952,0.197505442,0.15190916,0.1932694,0.168853327,0.288345002,0.806259928,0.158322057,0,0.013472966,0.009060422,0.013414132,0.781902689,0.156027534,0.057245396,0.004530211,0.199388127,19743.24734,0.278615167,0.710197833,FALSE
Alabama_Wilcox,11235,0.478504673,0.521495327,0.746862483,22.9858478,0.252603471,0.005963507,0.273431242,0.720338229,0.000267023,0,0,0.376145972,0.50858923,0.276279484,0.183444593,0.196083667,0.085358255,0.259012016,0.851535381,0.078682688,0.001335113,0.011392968,0.007743658,0.049399199,0.690520694,0.259457054,0.050022252,0,0.205251446,14169.66355,0.710254307,0.284987695,TRUE
